mean,std,2.5q,25q,50q,75q,97.5q,mc err,visibility,attribute,awareness,sub,subject,chance,Type,row,col
4.012428935359259,0.7837520160482816,2.5327757943228604,3.4635845239689,3.982233048668829,4.50398012348742,5.67829911882753,0.041715656887760535,1,a,Unconscious,sub-0a,,,a,0,1
1.9105618659352253,0.6202453926422948,0.922741090558293,1.472579774529196,1.8146718602400969,2.275368918507524,3.3811667491635444,0.03750364590869051,1,a_std,Unconscious,sub-0a_std,,,a,0,1
1.945211517506518,0.169098847861352,1.6702270620223951,1.8191594803587199,1.9268471127228817,2.049143987101247,2.321569509134453,0.015210635061661034,1,a_subj.1,Unconscious,sub-01,sub-01,True,a,0,1
7.431033501770717,1.2495557738244154,4.93070247074587,6.564797103990617,7.307523377145622,8.524582360895018,9.346083992767426,0.12367949730076791,1,a_subj.2,Unconscious,sub-02,sub-05,False,a,0,1
4.2179940401764675,0.7463207436890495,2.9985882223672604,3.5871306734705115,4.194703338874863,4.768665399512789,5.652093569117591,0.07261121700945883,1,a_subj.3,Unconscious,sub-03,sub-02,True,a,0,1
5.238765066197835,1.1210668668919692,3.7093193473736874,4.3579312513039445,5.049127807547642,5.89424690540562,8.025079678344598,0.11082166025593494,1,a_subj.4,Unconscious,sub-04,sub-03,True,a,0,1
4.514488170049376,0.6396130431786855,3.4143770552692634,3.991809715004451,4.453865294217221,5.10178326072152,5.547897532547277,0.0619991963298275,1,a_subj.5,Unconscious,sub-05,sub-04,True,a,0,1
6.26401032487229,1.026079451379757,4.46720129295668,5.519753868968911,6.1591364340594,7.199508904091471,8.127652997701933,0.10124156677649113,1,a_subj.6,Unconscious,sub-06,sub-06,False,a,0,1
4.596734526266197,0.9143553451071107,3.15565868222961,3.9229243052872085,4.430720051951153,5.350168169837508,6.613114267579854,0.09015372412566991,1,a_subj.7,Unconscious,sub-07,sub-07,False,a,0,1
3.4416708162604457,0.37616250499394915,2.6803058243383755,3.2125526842322785,3.442713855726377,3.671747858854774,4.166535119458097,0.008643453587590192,1,v,Unconscious,sub-0v,,,v,0,0
0.9676895182977355,0.35022559374952345,0.502198548462538,0.7309484849673136,0.8859418247234676,1.1257435670132052,1.859790103197398,0.013193436586788143,1,v_std,Unconscious,sub-0v_std,,,v,0,0
2.7526563247467846,0.17872620306966888,2.4403406717967093,2.6371692928171995,2.733787644517041,2.8565041637807727,3.157510246526473,0.015123361785015069,1,v_subj.1,Unconscious,sub-01,sub-01,True,v,0,0
3.9018765238629682,0.13674677863696288,3.637312538653149,3.816676487563713,3.912458966207756,3.9916459188219036,4.151626646620623,0.010837689150457635,1,v_subj.2,Unconscious,sub-02,sub-05,False,v,0,0
3.283772509306882,0.15925086089873622,2.9722789492741546,3.1729111529398777,3.2780839269125406,3.3962550101152713,3.6023036951700718,0.012401349916193304,1,v_subj.3,Unconscious,sub-03,sub-02,True,v,0,0
3.9226602166839863,0.2271104218103031,3.4596351501272116,3.783634676064435,3.9206056181631688,4.049270707024682,4.428488059308545,0.020566507623388377,1,v_subj.4,Unconscious,sub-04,sub-03,True,v,0,0
2.1463575904131433,0.07711985238869362,1.9976786509548576,2.0927269404322173,2.1457758872038033,2.1997413509795365,2.3000678916318367,0.003894085059441104,1,v_subj.5,Unconscious,sub-05,sub-04,True,v,0,0
3.7090734844843722,0.1344165018807414,3.4425498037693836,3.6191040070567935,3.7093123124240694,3.806024003793263,3.957694120463519,0.010438994457631436,1,v_subj.6,Unconscious,sub-06,sub-06,False,v,0,0
4.399786150188457,0.1953901659627148,4.03386705418855,4.264743348350942,4.402652317436349,4.5379211762605225,4.7824622115761635,0.016257463149919854,1,v_subj.7,Unconscious,sub-07,sub-07,False,v,0,0
0.31008305699991,0.1433133764341087,0.11801795370294893,0.20537996171654044,0.2800109402816502,0.387457879802517,0.6657885479790169,0.009543453456219413,1,t,Unconscious,sub-0t,,,t,1,0
0.583152588809766,0.3682900982210269,0.1527566644702757,0.3099918915792117,0.5007635747923722,0.7445361492395428,1.5816928831061028,0.026749936811262438,1,t_std,Unconscious,sub-0t_std,,,t,1,0
0.20287045132843734,0.013317965505365228,0.16402926789143735,0.19670248868920373,0.20601726920018584,0.21155645963093703,0.22134427660856243,0.0012105560396346042,1,t_subj.1,Unconscious,sub-01,sub-01,True,t,1,0
0.01238667118475767,0.021038940052257458,3.36969626243958e-08,0.00021219509742410045,0.003525490525118336,0.014802969416523868,0.07261339574572476,0.0018423784009136434,1,t_subj.2,Unconscious,sub-02,sub-05,False,t,1,0
0.12405582009719715,0.026559931597291028,0.07036117032182523,0.10621276487465536,0.1265939110504957,0.14265267857423275,0.17073208309347415,0.0022421146503930718,1,t_subj.3,Unconscious,sub-03,sub-02,True,t,1,0
0.2117762388192439,0.042286423755111276,0.09612688082391563,0.19550694847520658,0.21519464969156296,0.23779548780153262,0.28528973124545287,0.004059077546031222,1,t_subj.4,Unconscious,sub-04,sub-03,True,t,1,0
0.005337905842669969,0.008402634862827107,4.449369181985795e-08,0.00010917737657272679,0.0015469713362570013,0.00677584263743965,0.029806949716246516,0.0004902418234278556,1,t_subj.5,Unconscious,sub-05,sub-04,True,t,1,0
0.019600151488921063,0.023180475749799857,3.884348920105108e-08,0.0007832482867769204,0.00942721871890101,0.03266128647298484,0.0803458913971422,0.002117316774221524,1,t_subj.6,Unconscious,sub-06,sub-06,False,t,1,0
0.23995753924267807,0.02534995917464139,0.18358964391435006,0.22449277326002512,0.24271011508674725,0.25734188383868656,0.2861954576480461,0.002328634010388633,1,t_subj.7,Unconscious,sub-07,sub-07,False,t,1,0
0.5745792420499607,0.06017324502411604,0.4582925367780794,0.5322184558788193,0.5721349396774872,0.6284807291833668,0.6534791607745514,0.005970438981378474,1,z,Unconscious,sub-0z,,,z,1,1
0.054988227606691475,0.0374488357481803,0.005779142291854251,0.026977635796622552,0.04800958466836221,0.07657931807777667,0.145256299302868,0.0032693734710764486,1,z_std,Unconscious,sub-0z_std,,,z,1,1
0.5887134271581443,0.05227080932999281,0.4729999945117246,0.5536510025180346,0.5970925276103365,0.632555431221213,0.6616231706367892,0.005086134244088317,1,z_subj.1,Unconscious,sub-01,sub-01,True,z,1,1
0.5711262033661262,0.06660241596530266,0.4203781802321651,0.5296927585095185,0.5698750574804825,0.6283059607609793,0.6558119244502882,0.006584868115971967,1,z_subj.2,Unconscious,sub-02,sub-05,False,z,1,1
0.5728808773452324,0.06180320531096197,0.44763896023949223,0.529923472703763,0.5726353498606898,0.6274132841132642,0.6547712176746949,0.006104432486668793,1,z_subj.3,Unconscious,sub-03,sub-02,True,z,1,1
0.5740310444721682,0.06398265614724799,0.4503299083030892,0.5294259587720009,0.580232855693759,0.6301572757110137,0.657628815945838,0.006320271957528402,1,z_subj.4,Unconscious,sub-04,sub-03,True,z,1,1
0.5753413588845214,0.060474479694227604,0.4569233093503782,0.5279667203082468,0.577508750483838,0.6289612639032099,0.6561021963366003,0.005956674454094161,1,z_subj.5,Unconscious,sub-05,sub-04,True,z,1,1
0.5700266806189738,0.0634687666000709,0.45107709447846683,0.5235335389895214,0.5679424088885024,0.6289099243829491,0.6597730581255655,0.006280547906976799,1,z_subj.6,Unconscious,sub-06,sub-06,False,z,1,1
0.5704044684083138,0.06483880827778772,0.4427079101862507,0.5246799549103334,0.5673172742889364,0.6300080638341325,0.6592378994263592,0.006422911200719303,1,z_subj.7,Unconscious,sub-07,sub-07,False,z,1,1
3.4222779952267843,0.24495121486471721,2.883915452450383,3.302458337762511,3.431676229496183,3.5592929910102935,3.91759571203355,0.02203984809077423,2,a,Glimpse,sub-0a,,,a,0,1
0.22952453398945935,0.17027146098337093,0.006284561693894833,0.1068150855382885,0.1979653642717405,0.32694426773623264,0.6428042140871477,0.013539598551612386,2,a_std,Glimpse,sub-0a_std,,,a,0,1
3.381199672538389,0.29310067114338473,2.7190722957574165,3.243111410535101,3.4211834837167356,3.5484527407005593,3.9183917459685036,0.02704889155731987,2,a_subj.1,Glimpse,sub-01,sub-01,True,a,0,1
3.5463947304584185,0.27191852748994405,3.00251338364616,3.3935730790918366,3.521950774181592,3.690174918995132,4.153437687221662,0.02514745301463156,2,a_subj.2,Glimpse,sub-02,sub-05,False,a,0,1
3.368808909729014,0.27549632417342435,2.7619724533251575,3.2086206344012926,3.4102867565034813,3.531905833847856,3.894610644926931,0.02612473489213536,2,a_subj.3,Glimpse,sub-03,sub-02,True,a,0,1
3.4950325819194257,0.2702775935137247,2.9614672318429434,3.348705787725571,3.490775220368158,3.635862614896142,4.148725768315084,0.025253178025075866,2,a_subj.4,Glimpse,sub-04,sub-03,True,a,0,1
3.5074580008519334,0.2333334513886612,3.0370670284803527,3.3779526622787523,3.4915383132762425,3.6419008189688364,3.9635392578851385,0.020406018322977743,2,a_subj.5,Glimpse,sub-05,sub-04,True,a,0,1
3.356477056524543,0.2998444738183841,2.710102393607709,3.197726294799418,3.404722830225645,3.524346179876964,3.947591769650417,0.027684407172736174,2,a_subj.6,Glimpse,sub-06,sub-06,False,a,0,1
3.389540640934111,0.31534794084337675,2.591155134225575,3.2600849166224175,3.433965915809718,3.564177007789275,3.91554650454322,0.03014856678184246,2,a_subj.7,Glimpse,sub-07,sub-07,False,a,0,1
3.8858420619915393,0.27999148089877757,3.341764207799286,3.731492334465999,3.8847194431107113,4.041557696711043,4.421752512322046,0.009421783856177566,2,v,Glimpse,sub-0v,,,v,0,0
0.6176189089023771,0.26465210988457405,0.2991049917901918,0.4421663684625665,0.5609554038539832,0.7270285275156642,1.2594392390742823,0.010064593316228589,2,v_std,Glimpse,sub-0v_std,,,v,0,0
3.8019557895029883,0.17463939815585136,3.420698943296001,3.690733102667,3.8102846759741142,3.9199777991042772,4.124675393155274,0.013466463203809112,2,v_subj.1,Glimpse,sub-01,sub-01,True,v,0,0
3.6330734424861975,0.14990734433456296,3.3645923438917356,3.5266948235041955,3.621431813979603,3.737475426690088,3.9398315358203435,0.011052676416630366,2,v_subj.2,Glimpse,sub-02,sub-05,False,v,0,0
4.232805056524788,0.15741537774901296,3.8986832698127554,4.134695970063853,4.233778804750643,4.333503917482906,4.540311020492977,0.01253152126464532,2,v_subj.3,Glimpse,sub-03,sub-02,True,v,0,0
4.176540395727944,0.16581958797429672,3.846873852065116,4.067300983236813,4.172494908226529,4.287792954886794,4.500826224387641,0.012647877480433367,2,v_subj.4,Glimpse,sub-04,sub-03,True,v,0,0
3.215106572893554,0.13766182153409517,2.962415978175882,3.1176078215793503,3.212684232530765,3.311060973691515,3.4932622747398328,0.00991912613373357,2,v_subj.5,Glimpse,sub-05,sub-04,True,v,0,0
3.68626492854382,0.16860888016108894,3.352886427649186,3.57887973546526,3.6930093202196823,3.807017859341869,3.989868244281558,0.01238415413951908,2,v_subj.6,Glimpse,sub-06,sub-06,False,v,0,0
4.56886012654321,0.19395988060447494,4.117665560359967,4.461129851921755,4.582013899958833,4.698035675110901,4.919921779875298,0.016466897380008276,2,v_subj.7,Glimpse,sub-07,sub-07,False,v,0,0
0.20704746807953245,0.03713787839414328,0.14614617525896725,0.1857068128946167,0.2040990055407683,0.22181801556447173,0.29627725358223655,0.0022005023136691016,2,t,Glimpse,sub-0t,,,t,1,0
0.07025538998278047,0.04517960770842836,0.029934638426861497,0.04478959410390396,0.05782048826254119,0.07861393702764854,0.18852030931528202,0.0029380536301359555,2,t_std,Glimpse,sub-0t_std,,,t,1,0
0.13563322066360908,0.02734983957384525,0.07988856611119982,0.11892144851937014,0.13495486116380423,0.1523280645308426,0.1924218159102481,0.0023671341020963235,2,t_subj.1,Glimpse,sub-01,sub-01,True,t,1,0
0.1826826932964507,0.027841184101806363,0.1221507019277377,0.16730883249740391,0.18583826981111753,0.20201983580230698,0.22991561473633504,0.002419665214076766,2,t_subj.2,Glimpse,sub-02,sub-05,False,t,1,0
0.15412531684836786,0.01986858195108804,0.11470841423459481,0.1417064074228649,0.15386414427691858,0.1653722334280362,0.19417996592107858,0.0017412683341989168,2,t_subj.3,Glimpse,sub-03,sub-02,True,t,1,0
0.23358649951357752,0.02132718779990373,0.18704494482986594,0.22091482752373895,0.23539317243641453,0.24857193534916075,0.27136475819717254,0.0018046501981736876,2,t_subj.4,Glimpse,sub-04,sub-03,True,t,1,0
0.1928370473612118,0.027094192028379285,0.1335014864290634,0.17613081830887364,0.19586304299802826,0.2122987643826589,0.23731268024808883,0.0022688644167642128,2,t_subj.5,Glimpse,sub-05,sub-04,True,t,1,0
0.17863993907820472,0.026754958362068048,0.12148318741641201,0.1629483539830502,0.18065994598911958,0.19577126206855738,0.2279648725893047,0.0023090444229950857,2,t_subj.6,Glimpse,sub-06,sub-06,False,t,1,0
0.25998450590403177,0.02380869757758918,0.21912699634252736,0.2441342416298443,0.258429806974267,0.2728968205059623,0.3183902317878454,0.0021644850657760503,2,t_subj.7,Glimpse,sub-07,sub-07,False,t,1,0
0.41384952751822934,0.02886243294110239,0.3630567868545325,0.3878392031257705,0.41632787977744135,0.44155981979647424,0.4562214341698918,0.0027968601810401954,2,z,Glimpse,sub-0z,,,z,1,1
0.04831189095498353,0.03248636854974641,0.004000091913740423,0.02193841258881253,0.04256410734884128,0.06879316028999342,0.12354024034549821,0.0026783700092983284,2,z_std,Glimpse,sub-0z_std,,,z,1,1
0.4148947339133401,0.03306978663804837,0.3517975150357175,0.38768104465180275,0.41826269041882785,0.4436824481033814,0.4694768898110245,0.0030775672566606678,2,z_subj.1,Glimpse,sub-01,sub-01,True,z,1,1
0.4126855334974979,0.030081093267674174,0.35615445564007236,0.3866671756074229,0.41330253796656324,0.44019579704947304,0.4600212735563678,0.0028151782145119583,2,z_subj.2,Glimpse,sub-02,sub-05,False,z,1,1
0.4175200310164496,0.030103293164365684,0.36060443957253313,0.39090970540199094,0.42052873201109137,0.4440193425666888,0.46571402793314565,0.0028167481360937274,2,z_subj.3,Glimpse,sub-03,sub-02,True,z,1,1
0.4109918326952303,0.03204094651415185,0.34374514207030327,0.38586695077315,0.4129456491621279,0.4391434011982542,0.46119061117049404,0.003004403175971535,2,z_subj.4,Glimpse,sub-04,sub-03,True,z,1,1
0.410120192793135,0.031243753200255443,0.3505907880390635,0.3855637824250995,0.4106253466500174,0.4382170214292947,0.46060163968494955,0.002882218775052667,2,z_subj.5,Glimpse,sub-05,sub-04,True,z,1,1
0.4179837911072411,0.032233932942095284,0.3601855252025915,0.39019906155884515,0.42011329930169705,0.4459658917487601,0.4719258599939866,0.0029645320472492,2,z_subj.6,Glimpse,sub-06,sub-06,False,z,1,1
0.41243393222076047,0.031067353683320906,0.354038049261952,0.3868905948891664,0.41344924866202004,0.43906242613010904,0.468333149016078,0.0029292493174321718,2,z_subj.7,Glimpse,sub-07,sub-07,False,z,1,1
4.499826585247675,0.37898393484392384,3.6945575207737664,4.28124719581336,4.491907785606457,4.756630997092853,5.261128000662316,0.034146091190750336,3,a,Conscious,sub-0a,,,a,0,1
0.3544734429840312,0.25453563960623654,0.017691676329009844,0.17432285470752812,0.3101585307531105,0.47215748743480096,1.0088314605849027,0.020122569155204956,3,a_std,Conscious,sub-0a_std,,,a,0,1
4.537697658743897,0.4399026659289822,3.525254712469103,4.262703361764388,4.532222539651539,4.827415141049356,5.38558111378216,0.04167905218513711,3,a_subj.1,Conscious,sub-01,sub-01,True,a,0,1
4.516665748840381,0.4486164838805881,3.547592892453362,4.235299574468694,4.493876737728433,4.77485398255253,5.472011295147433,0.04177893904949704,3,a_subj.2,Conscious,sub-02,sub-05,False,a,0,1
4.529952992516092,0.43424918150988606,3.6518056693077843,4.253584819920985,4.51231643243876,4.8310080900613706,5.360642983282699,0.040405951689954187,3,a_subj.3,Conscious,sub-03,sub-02,True,a,0,1
4.459009593448405,0.48758579777702243,3.3728876059471333,4.162659267486846,4.476383223802645,4.808024467196114,5.27756154261745,0.04631969809638607,3,a_subj.4,Conscious,sub-04,sub-03,True,a,0,1
4.592618679028162,0.4833777512047921,3.6400431170225223,4.2945469549668385,4.5778136900997,4.872471627640263,5.617255516881383,0.04488510970744527,3,a_subj.5,Conscious,sub-05,sub-04,True,a,0,1
4.404217121679447,0.40344474416668824,3.5497178100791773,4.167173179267866,4.415356905351132,4.695262211745948,5.154291282725572,0.038422825876592626,3,a_subj.6,Conscious,sub-06,sub-06,False,a,0,1
4.7180505299765585,0.4537522028416931,3.9818685131052414,4.410532176903689,4.6744355239718365,4.968349523012639,5.753960145228268,0.042344079268365774,3,a_subj.7,Conscious,sub-07,sub-07,False,a,0,1
4.09868489106316,0.3060210678794133,3.5303981584298767,3.921683972865841,4.087419189333337,4.277039669668481,4.741904807075217,0.011796563743263492,3,v,Conscious,sub-0v,,,v,0,0
0.6964694495544952,0.28879058431618543,0.3392169147278895,0.5041861053866205,0.640708227113055,0.809867873873252,1.4472923401965636,0.012284213201341727,3,v_std,Conscious,sub-0v_std,,,v,0,0
3.9038234901708626,0.15754392344761994,3.6055365644542685,3.798903875633488,3.899889353180439,4.0135906998451,4.214148572180895,0.01176520527501245,3,v_subj.1,Conscious,sub-01,sub-01,True,v,0,0
3.733924613259973,0.16111791520978574,3.4418656080437042,3.6246560409028037,3.7316191994185273,3.8435120260806532,4.03418959003484,0.01244406346291846,3,v_subj.2,Conscious,sub-02,sub-05,False,v,0,0
4.749208124101607,0.23159395103689823,4.345426642231827,4.593551118460271,4.732141088269027,4.878552821462949,5.287689862950169,0.017914061111521464,3,v_subj.3,Conscious,sub-03,sub-02,True,v,0,0
4.6181512668359765,0.2200337947994584,4.196375782164196,4.46552929196452,4.608125937390803,4.76210302717421,5.06991093336906,0.017268761320437077,3,v_subj.4,Conscious,sub-04,sub-03,True,v,0,0
3.373084723686242,0.17120181917159163,3.0820359859085107,3.2494003684160475,3.3595188013937345,3.484934634565458,3.7448275089603906,0.012968702777693783,3,v_subj.5,Conscious,sub-05,sub-04,True,v,0,0
3.8832282575069366,0.16399427775334535,3.550029276114601,3.7783051991555645,3.87697340632468,3.980659378484676,4.2215654461056955,0.012887438973885616,3,v_subj.6,Conscious,sub-06,sub-06,False,v,0,0
4.573488003284392,0.29918854126303823,4.1316324901719375,4.385233473339341,4.5370564610283886,4.7010990913837425,5.494456084552576,0.026131349544506403,3,v_subj.7,Conscious,sub-07,sub-07,False,v,0,0
0.21852831915282464,0.03833554033909633,0.16103645056342553,0.1948710222381423,0.21433075315256012,0.2357156425891654,0.3073491813389084,0.00200358083047166,3,t,Conscious,sub-0t,,,t,1,0
0.07564833282198757,0.05329790693532092,0.03159542215964241,0.047575697872106054,0.06139262914808303,0.08341168165711624,0.224356017668658,0.0033578166637176906,3,t_std,Conscious,sub-0t_std,,,t,1,0
0.17250052542035202,0.020951079452613777,0.128054049042305,0.15906807584528332,0.1733716286257498,0.18746348347270347,0.2100172709433557,0.001730738160995994,3,t_subj.1,Conscious,sub-01,sub-01,True,t,1,0
0.22624707443306113,0.029312555487674294,0.16587661372523127,0.20961971555010422,0.22825493009937492,0.24569001444298924,0.2844197099486578,0.0025520088344672437,3,t_subj.2,Conscious,sub-02,sub-05,False,t,1,0
0.15691231571494185,0.024348671940364094,0.09042601034295611,0.1460174201703749,0.1602216274242404,0.17238267876678467,0.19683654615525845,0.0021710332226697036,3,t_subj.3,Conscious,sub-03,sub-02,True,t,1,0
0.2695193207542282,0.023871890861339413,0.218568385153688,0.25452059527503823,0.2716213798704696,0.28556167279406103,0.31290211239581345,0.0020829638197342464,3,t_subj.4,Conscious,sub-04,sub-03,True,t,1,0
0.15706596677310533,0.032490169104535685,0.07501711322448575,0.1404646717337503,0.16149205565166141,0.17897047759525053,0.20550307083266744,0.002798235772469922,3,t_subj.5,Conscious,sub-05,sub-04,True,t,1,0
0.18152646650427892,0.023711978162686324,0.1266916455393537,0.16868606404194048,0.18407705432615903,0.19726901086657744,0.22588810869629544,0.0021599464362662755,3,t_subj.6,Conscious,sub-06,sub-06,False,t,1,0
0.25364389976303725,0.03875933473961468,0.12430920483149194,0.24046734689904223,0.26233961808355905,0.2774491098482371,0.30332199084747763,0.0036348748975253975,3,t_subj.7,Conscious,sub-07,sub-07,False,t,1,0
0.571484633554669,0.04436796606752688,0.45179561816415054,0.5643970101952072,0.578274694325837,0.595839688316143,0.6382148836388797,0.0043827311965453425,3,z,Conscious,sub-0z,,,z,1,1
0.04321069968025389,0.03170603632173151,0.0023779611962198278,0.019188085166708748,0.038013366323125096,0.06043163371154396,0.11842861140876175,0.0026758512358388874,3,z_std,Conscious,sub-0z_std,,,z,1,1
0.5707064638095887,0.04736867286912958,0.44647889750267306,0.5613308559643521,0.5773717798905711,0.597944571550831,0.6402979883379105,0.004632000820783882,3,z_subj.1,Conscious,sub-01,sub-01,True,z,1,1
0.5724405653429367,0.043289678208451914,0.45744430803379366,0.5637641130243661,0.5781046193773772,0.5959794174523714,0.6399398289257763,0.004206504753030361,3,z_subj.2,Conscious,sub-02,sub-05,False,z,1,1
0.5697569646099708,0.04937409182031183,0.43777127937920235,0.5621357950211966,0.5781192452925962,0.5975488879464076,0.6401668159038293,0.004830094340461975,3,z_subj.3,Conscious,sub-03,sub-02,True,z,1,1
0.5731331592683557,0.04467473405089391,0.45276837827605343,0.5635612099560631,0.5797017057698185,0.5986431946255231,0.6396427649866767,0.0043725749806334,3,z_subj.4,Conscious,sub-04,sub-03,True,z,1,1
0.5710294490146033,0.04484572418647396,0.4507570766485352,0.5624933400171274,0.5773125536917152,0.5967138630836119,0.6390638756496497,0.004318544852987305,3,z_subj.5,Conscious,sub-05,sub-04,True,z,1,1
0.5747659014946722,0.04458735040808512,0.45760598735106295,0.5645460204892851,0.5801675079067292,0.602104018879694,0.6398712994175726,0.004353386189061988,3,z_subj.6,Conscious,sub-06,sub-06,False,z,1,1
0.5688015439131615,0.04830010732427716,0.4350474724621109,0.5616313826971554,0.5769373133817455,0.5950904752039603,0.6397030851808976,0.00472218508007655,3,z_subj.7,Conscious,sub-07,sub-07,False,z,1,1
