Attributes,Feature Importance
Hidden Units,0.020132572837983708
Hidden Units,0.0185601973177123
Hidden Units,0.020410050870972717
Hidden Units,0.020687528903961815
Hidden Units,0.020348389085863984
Hidden Units,0.01997841837521195
Hidden Units,0.0219515954986897
Hidden Units,0.019577616772005556
Hidden Units,0.01782025589640821
Hidden Units,0.020995837829505138
Hidden Units,0.02056420533374439
Hidden Units,0.01859102821026668
Hidden Units,0.018621859102821013
Hidden Units,0.017296130722984415
Hidden Units,0.020255896408201045
Hidden Units,0.02108833050716814
Hidden Units,0.02118082318483123
Hidden Units,0.021334977647602903
Hidden Units,0.01843687374749503
Hidden Units,0.017604439648527804
Hidden Units,0.022660706027439505
Hidden Units,0.019978418375212015
Hidden Units,0.020533374441190123
Hidden Units,0.021304146755048502
Hidden Units,0.021612455680591936
Hidden Units,0.021458301217820264
Hidden Units,0.02127331586249428
Hidden Units,0.02037921997841845
Hidden Units,0.0192693078464621
Hidden Units,0.022876522275319933
Hidden Units,0.022136580854015663
Hidden Units,0.018930168028364357
Hidden Units,0.02071835979651615
Hidden Units,0.018190226607060312
Hidden Units,0.020934176044396423
Hidden Units,0.02078002158162484
Hidden Units,0.02078002158162471
Hidden Units,0.021057499614613874
Hidden Units,0.017511946970864844
Hidden Units,0.02155079389548329
Hidden Units,0.01911515338369043
Hidden Units,0.019515954986896823
Hidden Units,0.01837521196238636
Hidden Units,0.02225990442423307
Hidden Units,0.017111145367658454
Hidden Units,0.019330969631570837
Hidden Units,0.019454293201788198
Hidden Units,0.01923847695390777
Hidden Units,0.017234468937875703
Hidden Units,0.020687528903961815
Hidden Units,0.02182827192847232
Hidden Units,0.019115153383690454
Hidden Units,0.01874518267303844
Hidden Units,0.018745182673038374
Hidden Units,0.01711114536765841
Hidden Units,0.018899337135810067
Hidden Units,0.021273315862494237
Hidden Units,0.020965006936950848
Hidden Units,0.0191768151687991
Hidden Units,0.018776013565592685
Hidden Units,0.021242484969939836
Hidden Units,0.020625867118853104
Hidden Units,0.01809773392939722
Hidden Units,0.023523971018960976
Hidden Units,0.0161862185910282
Hidden Units,0.020903345151842157
Hidden Units,0.021273315862494237
Hidden Units,0.021828271928472386
Hidden Units,0.019978418375212015
Hidden Units,0.020101741945429286
Hidden Units,0.018652689995375372
Hidden Units,0.018097733929397286
Hidden Units,0.019855094804994654
Hidden Units,0.019022660706027473
Hidden Units,0.022969014952982824
Hidden Units,0.022136580854015753
Hidden Units,0.018159395714505866
Hidden Units,0.01806690303684295
Hidden Units,0.01754277786341918
Hidden Units,0.022167411746570064
Hidden Units,0.021026668722059473
Hidden Units,0.019423462309233818
Hidden Units,0.020163403730537953
Hidden Units,0.01837521196238636
Hidden Units,0.019392631416679573
Hidden Units,0.019207646061353455
Hidden Units,0.019392631416679528
Hidden Units,0.020903345151842133
Hidden Units,0.020070911052874996
Hidden Units,0.019361800524125172
Hidden Units,0.02081085247417913
Hidden Units,0.0191151533836905
Hidden Units,0.020595036226298723
Hidden Units,0.022136580854015753
Hidden Units,0.02062586711885308
Hidden Units,0.020687528903961815
Hidden Units,0.016710343764452018
Hidden Units,0.021242484969939922
Hidden Units,0.01902266070602745
Hidden Units,0.01803607214428855
Hidden Activation Function,0.017450285185756177
Hidden Activation Function,0.018128564821951555
Hidden Activation Function,0.01643286573146292
Hidden Activation Function,0.016679512871897683
Hidden Activation Function,0.016032064128256463
Hidden Activation Function,0.017018652689995382
Hidden Activation Function,0.018621859102821013
Hidden Activation Function,0.017511946970864778
Hidden Activation Function,0.015168799136735033
Hidden Activation Function,0.016987821797441006
Hidden Activation Function,0.018313550177277583
Hidden Activation Function,0.018375211962386295
Hidden Activation Function,0.01695699090488667
Hidden Activation Function,0.015847078772930456
Hidden Activation Function,0.018159395714505998
Hidden Activation Function,0.019485124094342488
Hidden Activation Function,0.018560197317712412
Hidden Activation Function,0.01612455680591953
Hidden Activation Function,0.016371203946354294
Hidden Activation Function,0.01815939571450591
Hidden Activation Function,0.02111916139972252
Hidden Activation Function,0.01880684445814711
Hidden Activation Function,0.017851086788962568
Hidden Activation Function,0.017111145367658363
Hidden Activation Function,0.01877601356559271
Hidden Activation Function,0.016833667334669355
Hidden Activation Function,0.018930168028364468
Hidden Activation Function,0.014583012178202636
Hidden Activation Function,0.016278711268691202
Hidden Activation Function,0.017727763218745207
Hidden Activation Function,0.01735779250809304
Hidden Activation Function,0.01803607214428853
Hidden Activation Function,0.018036072144288574
Hidden Activation Function,0.017111145367658433
Hidden Activation Function,0.017419454293201752
Hidden Activation Function,0.01834438106983203
Hidden Activation Function,0.018159395714505887
Hidden Activation Function,0.017974410359179925
Hidden Activation Function,0.016617851086788992
Hidden Activation Function,0.018745182673038395
Hidden Activation Function,0.016309542161245538
Hidden Activation Function,0.017511946970864757
Hidden Activation Function,0.0171728071527671
Hidden Activation Function,0.023123169415754586
Hidden Activation Function,0.01424387236010487
Hidden Activation Function,0.015168799136735012
Hidden Activation Function,0.019022660706027428
Hidden Activation Function,0.01778942500385383
Hidden Activation Function,0.01569292431015872
Hidden Activation Function,0.01766610143363656
Hidden Activation Function,0.016648681979343282
Hidden Activation Function,0.013719747186681053
Hidden Activation Function,0.016062895020810885
Hidden Activation Function,0.01501464467396334
Hidden Activation Function,0.01566209341760445
Hidden Activation Function,0.015754586095267455
Hidden Activation Function,0.017018652689995407
Hidden Activation Function,0.017111145367658433
Hidden Activation Function,0.01920764606135348
Hidden Activation Function,0.018221057499614578
Hidden Activation Function,0.01772776321874512
Hidden Activation Function,0.01698782179744105
Hidden Activation Function,0.016617851086788926
Hidden Activation Function,0.018436873747494986
Hidden Activation Function,0.017265299830430035
Hidden Activation Function,0.019485124094342554
Hidden Activation Function,0.01911515338369052
Hidden Activation Function,0.01658702019423468
Hidden Activation Function,0.013719747186681097
Hidden Activation Function,0.01461384307075686
Hidden Activation Function,0.019762602127331563
Hidden Activation Function,0.017203638045321434
Hidden Activation Function,0.015662093417604474
Hidden Activation Function,0.017111145367658454
Hidden Activation Function,0.020163403730537953
Hidden Activation Function,0.01766610143363656
Hidden Activation Function,0.017234468937875703
Hidden Activation Function,0.016247880376136913
Hidden Activation Function,0.017974410359179925
Hidden Activation Function,0.022136580854015687
Hidden Activation Function,0.0165253584091259
Hidden Activation Function,0.016186218591028156
Hidden Activation Function,0.016710343764451952
Hidden Activation Function,0.016247880376136958
Hidden Activation Function,0.016556189301680325
Hidden Activation Function,0.01859102821026668
Hidden Activation Function,0.01794357946662557
Hidden Activation Function,0.019700940342222896
Hidden Activation Function,0.01775859411129954
Hidden Activation Function,0.016648681979343282
Hidden Activation Function,0.019793433019885964
Hidden Activation Function,0.018036072144288616
Hidden Activation Function,0.01954678587945118
Hidden Activation Function,0.017881917681516944
Hidden Activation Function,0.016710343764451973
Hidden Activation Function,0.017111145367658433
Hidden Activation Function,0.014798828426082955
Hidden Activation Function,0.018498535532603676
Hidden Activation Function,0.016648681979343327
Hidden Activation Function,0.01683366733466931
Output Activation Function,0.01032834900570374
Output Activation Function,0.012794820410050822
Output Activation Function,0.012609835054724839
Output Activation Function,0.012455680591953145
Output Activation Function,0.011715739170648942
Output Activation Function,0.012455680591953122
Output Activation Function,0.012424849699398787
Output Activation Function,0.011808231848311989
Output Activation Function,0.011777400955757699
Output Activation Function,0.011654077385540274
Output Activation Function,0.013565592723909337
Output Activation Function,0.01032834900570372
Output Activation Function,0.011469092030214224
Output Activation Function,0.010944966856790495
Output Activation Function,0.009896716509942994
Output Activation Function,0.009773392939725567
Output Activation Function,0.011160783104670946
Output Activation Function,0.010852474179127491
Output Activation Function,0.00903345151842152
Output Activation Function,0.011684908278094607
Output Activation Function,0.012085709881301065
Output Activation Function,0.00937259133651922
Output Activation Function,0.011684908278094675
Output Activation Function,0.012209033451518381
Output Activation Function,0.009958378295051617
Output Activation Function,0.010821643286573179
Output Activation Function,0.012579004162170527
Output Activation Function,0.008478495452443413
Output Activation Function,0.011253275782333861
Output Activation Function,0.012301526129181495
Output Activation Function,0.011345768459996842
Output Activation Function,0.010852474179127426
Output Activation Function,0.012147371666409734
Output Activation Function,0.01208570988130111
Output Activation Function,0.008755973485432356
Output Activation Function,0.014058887004778841
Output Activation Function,0.012763989517496466
Output Activation Function,0.01109912131956221
Output Activation Function,0.011068290427007877
Output Activation Function,0.01032834900570372
Output Activation Function,0.011376599352551243
Output Activation Function,0.009773392939725567
Output Activation Function,0.009835054724834303
Output Activation Function,0.01168490827809463
Output Activation Function,0.007491906890704536
Output Activation Function,0.011129952212116568
Output Activation Function,0.009249267766301838
Output Activation Function,0.011931555418529327
Output Activation Function,0.011684908278094607
Output Activation Function,0.014274703252659204
Output Activation Function,0.010944966856790472
Output Activation Function,0.01091413596423616
Output Activation Function,0.00801603206412831
Output Activation Function,0.009989209187605996
Output Activation Function,0.008262679204563006
Output Activation Function,0.013010636657931252
Output Activation Function,0.010544165253584125
Output Activation Function,0.01202404809619242
Output Activation Function,0.013164791120702946
Output Activation Function,0.010667488823801419
Output Activation Function,0.01082164328657309
Output Activation Function,0.008663480807769398
Output Activation Function,0.01029751811314934
Output Activation Function,0.012147371666409734
Output Activation Function,0.010050870972714643
Output Activation Function,0.010790812394018823
Output Activation Function,0.007707723138584898
Output Activation Function,0.010944966856790538
Output Activation Function,0.011869893633420748
Output Activation Function,0.010081701865268933
Output Activation Function,0.011469092030214267
Output Activation Function,0.00955757669184525
Output Activation Function,0.009804223832280013
Output Activation Function,0.009680900262062609
Output Activation Function,0.013010636657931207
Output Activation Function,0.01165407738554034
Output Activation Function,0.012178202558964023
Output Activation Function,0.011284106674888283
Output Activation Function,0.010729150608910176
Output Activation Function,0.010667488823801441
Output Activation Function,0.013349776476028951
Output Activation Function,0.013257283798365948
Output Activation Function,0.011099121319562144
Output Activation Function,0.011469092030214335
Output Activation Function,0.012024048096192463
Output Activation Function,0.011469092030214267
Output Activation Function,0.011129952212116568
Output Activation Function,0.014182210574996157
Output Activation Function,0.012517342377061813
Output Activation Function,0.010698319716355775
Output Activation Function,0.012116540773855423
Output Activation Function,0.01134576845999693
Output Activation Function,0.011345768459996908
Output Activation Function,0.010451672575921101
Output Activation Function,0.010050870972714666
Output Activation Function,0.013103129335594276
Output Activation Function,0.013596423616463738
Output Activation Function,0.009989209187605996
Output Activation Function,0.011715739170649008
Output Activation Function,0.011993217203638018
Noise Level,0.025774626175427827
Noise Level,0.029412671496839772
Noise Level,0.0262679204562972
Noise Level,0.026175427778634196
Noise Level,0.028086943117003195
Noise Level,0.027069523662710027
Noise Level,0.02636041313396025
Noise Level,0.02447972868814552
Noise Level,0.02303067673809158
Noise Level,0.029042700786187713
Noise Level,0.029535995067057154
Noise Level,0.026576229381840587
Noise Level,0.0272236781254817
Noise Level,0.025158008324340963
Noise Level,0.027285339910590456
Noise Level,0.030553414521350318
Noise Level,0.02648373670417765
Noise Level,0.0275936488361338
Noise Level,0.027439494373362173
Noise Level,0.027377832588253416
Noise Level,0.026329582241405868
Noise Level,0.02367812548173276
Noise Level,0.027223678125481765
Noise Level,0.02882688453830735
Noise Level,0.027501156158470753
Noise Level,0.028765222753198726
Noise Level,0.028857715430861776
Noise Level,0.02565130260521047
Noise Level,0.025158008324340942
Noise Level,0.02636041313396027
Noise Level,0.029258517034068076
Noise Level,0.029998458455372235
Noise Level,0.026637891166949278
Noise Level,0.02725450901803612
Noise Level,0.027254509018036034
Noise Level,0.027747803298905537
Noise Level,0.03150917219053488
Noise Level,0.028641899182981368
Noise Level,0.023154000308308942
Noise Level,0.028271928472329268
Noise Level,0.026483736704177585
Noise Level,0.025836287960536407
Noise Level,0.024633883150917236
Noise Level,0.030861723446893773
Noise Level,0.024603052258362946
Noise Level,0.025219670109449678
Noise Level,0.025959611530753834
Noise Level,0.025836287960536407
Noise Level,0.02642207491906885
Noise Level,0.02916602435640514
Noise Level,0.02469554493602588
Noise Level,0.02447972868814552
Noise Level,0.024788037613688974
Noise Level,0.02543548635733006
Noise Level,0.025712964390319115
Noise Level,0.0262679204562972
Noise Level,0.02743949437336215
Noise Level,0.02611376599352555
Noise Level,0.030275936488361334
Noise Level,0.026730383844612283
Noise Level,0.027840295976568473
Noise Level,0.02558964082010178
Noise Level,0.027778634191459827
Noise Level,0.026607060274394922
Noise Level,0.023246492985971944
Noise Level,0.027347001695699102
Noise Level,0.02864189918298139
Noise Level,0.02484969939879762
Noise Level,0.025466317249884417
Noise Level,0.024171419762602064
Noise Level,0.024078927084939104
Noise Level,0.026237089563742887
Noise Level,0.024695544936025927
Noise Level,0.02605210420841686
Noise Level,0.0298751348851549
Noise Level,0.029351009711731192
Noise Level,0.026267920456297156
Noise Level,0.028426082935101005
Noise Level,0.026298751348851603
Noise Level,0.027655310621242445
Noise Level,0.02614459688607982
Noise Level,0.02645290581162323
Noise Level,0.025682133497764693
Noise Level,0.027994450439340256
Noise Level,0.028857715430861776
Noise Level,0.026329582241405892
Noise Level,0.02885771543086173
Noise Level,0.02728533991059041
Noise Level,0.027285339910590435
Noise Level,0.025743795282873426
Noise Level,0.028117774009557596
Noise Level,0.027840295976568563
Noise Level,0.027162016340373053
Noise Level,0.02907353167874214
Noise Level,0.025404655464775706
Noise Level,0.028518575612764052
Noise Level,0.024356405117928182
Noise Level,0.027778634191459872
Noise Level,0.025897949745645143
Noise Level,0.025959611530753768
Dropout Rate,0.007245259750269817
Dropout Rate,0.008694311700323688
Dropout Rate,0.008879297055649781
Dropout Rate,0.007707723138584877
Dropout Rate,0.01063665793124704
Dropout Rate,0.006320332973639586
Dropout Rate,0.008601819022660707
Dropout Rate,0.007306921535378441
Dropout Rate,0.005518729767226782
Dropout Rate,0.007923539386465218
Dropout Rate,0.00789270849391086
Dropout Rate,0.008077693849236933
Dropout Rate,0.006844458147063315
Dropout Rate,0.005487898874672404
Dropout Rate,0.006104516725759268
Dropout Rate,0.00878680437798669
Dropout Rate,0.00801603206412831
Dropout Rate,0.00857098813010635
Dropout Rate,0.008386002774780365
Dropout Rate,0.005919531370433151
Dropout Rate,0.008755973485432422
Dropout Rate,0.0063511638661939655
Dropout Rate,0.0084168336673347
Dropout Rate,0.01035917989825803
Dropout Rate,0.007553568675813138
Dropout Rate,0.009403422229073555
Dropout Rate,0.006782796361954735
Dropout Rate,0.006659472791737375
Dropout Rate,0.006721134576845933
Dropout Rate,0.009187605981193215
Dropout Rate,0.008386002774780276
Dropout Rate,0.009095113303530078
Dropout Rate,0.005210420841683372
Dropout Rate,0.009064282410975833
Dropout Rate,0.007553568675813138
Dropout Rate,0.007399414213041511
Dropout Rate,0.009927547402497261
Dropout Rate,0.00924926776630186
Dropout Rate,0.004840450131031337
Dropout Rate,0.009958378295051662
Dropout Rate,0.006998612609835031
Dropout Rate,0.00662864189918293
Dropout Rate,0.007646061353476186
Dropout Rate,0.011314937567442552
Dropout Rate,0.006104516725759246
Dropout Rate,0.009495914906736536
Dropout Rate,0.007399414213041444
Dropout Rate,0.007276090642824085
Dropout Rate,0.0070294435023893435
Dropout Rate,0.005950362262987574
Dropout Rate,0.008355171882225986
Dropout Rate,0.008170186526899981
Dropout Rate,0.0073685833204871765
Dropout Rate,0.007121936180052413
Dropout Rate,0.0063819947587483
Dropout Rate,0.008201017419454249
Dropout Rate,0.009711731154616921
Dropout Rate,0.007738554031139255
Dropout Rate,0.0087559734854324
Dropout Rate,0.008632649915215018
Dropout Rate,0.01116078310467088
Dropout Rate,0.007183597965161104
Dropout Rate,0.005888700477878839
Dropout Rate,0.010513334361029747
Dropout Rate,0.005302913519346353
Dropout Rate,0.007954370279019574
Dropout Rate,0.008046862956682643
Dropout Rate,0.00561122244488983
Dropout Rate,0.007183597965161148
Dropout Rate,0.009865885617388593
Dropout Rate,0.005457067982118069
Dropout Rate,0.0045629720980422395
Dropout Rate,0.006505318328965659
Dropout Rate,0.005487898874672492
Dropout Rate,0.009588407584399517
Dropout Rate,0.011068290427007877
Dropout Rate,0.006104516725759179
Dropout Rate,0.009033451518421498
Dropout Rate,0.008386002774780365
Dropout Rate,0.008108524741791268
Dropout Rate,0.009125944196084456
Dropout Rate,0.007738554031139167
Dropout Rate,0.0046862956682595545
Dropout Rate,0.008170186526900002
Dropout Rate,0.008293510097117363
Dropout Rate,0.005117928164020324
Dropout Rate,0.008139355634345624
Dropout Rate,0.006659472791737353
Dropout Rate,0.006536149221519993
Dropout Rate,0.005981193155541864
Dropout Rate,0.007831046708802237
Dropout Rate,0.008879297055649781
Dropout Rate,0.007152767072606725
Dropout Rate,0.01075998150146451
Dropout Rate,0.0062586711885309395
Dropout Rate,0.00860181902266075
Dropout Rate,0.003638045321412098
Dropout Rate,0.006998612609835075
Dropout Rate,0.007769384923693545
Dropout Rate,0.006998612609835008
Model Architecture,0.023030676738091605
Model Architecture,0.027316170803144725
Model Architecture,0.02327732387852628
Model Architecture,0.02303067673809158
Model Architecture,0.024356405117928092
Model Architecture,0.025867118853090787
Model Architecture,0.02340064744874366
Model Architecture,0.02275319870510246
Model Architecture,0.02201325728379837
Model Architecture,0.025836287960536452
Model Architecture,0.027593648836133754
Model Architecture,0.021920764606135346
Model Architecture,0.025250501002003968
Model Architecture,0.02451055958069983
Model Architecture,0.025065515646678006
Model Architecture,0.024109757977493394
Model Architecture,0.023955603514721813
Model Architecture,0.02531216278711268
Model Architecture,0.027347001695699126
Model Architecture,0.024973022969014914
Model Architecture,0.026946200092492666
Model Architecture,0.024572221365808566
Model Architecture,0.02420225065515651
Model Architecture,0.027162016340373008
Model Architecture,0.023647294589178337
Model Architecture,0.025959611530753834
Model Architecture,0.023523971018961042
Model Architecture,0.023431478341298016
Model Architecture,0.02488053029135189
Model Architecture,0.02528133189455839
Model Architecture,0.024942192076460534
Model Architecture,0.025435486357329996
Model Architecture,0.02447972868814552
Model Architecture,0.026206258671188577
Model Architecture,0.02426391244026511
Model Architecture,0.02444889779559123
Model Architecture,0.023616463696623957
Model Architecture,0.02370895637428705
Model Architecture,0.024726375828580262
Model Architecture,0.024294743332819467
Model Architecture,0.025096346539232272
Model Architecture,0.02420225065515642
Model Architecture,0.02299984584553727
Model Architecture,0.026946200092492646
Model Architecture,0.022383227994450493
Model Architecture,0.020841683366733487
Model Architecture,0.0246030522583629
Model Architecture,0.025558809927547353
Model Architecture,0.02395560351472168
Model Architecture,0.024757206721134618
Model Architecture,0.02463388315091721
Model Architecture,0.02256821334977648
Model Architecture,0.022599044242330855
Model Architecture,0.0229073531678742
Model Architecture,0.024448897795591208
Model Architecture,0.022938184060428534
Model Architecture,0.02827192847232929
Model Architecture,0.023092338523200296
Model Architecture,0.023523971018960997
Model Architecture,0.022876522275319822
Model Architecture,0.02463388315091717
Model Architecture,0.024510559580699854
Model Architecture,0.022784029597656817
Model Architecture,0.026360413133960203
Model Architecture,0.024171419762602085
Model Architecture,0.0252196701094497
Model Architecture,0.025003853861569336
Model Architecture,0.021889933713581056
Model Architecture,0.02491136118390631
Model Architecture,0.02259904424233079
Model Architecture,0.02497302296901498
Model Architecture,0.023123169415754607
Model Architecture,0.024541390473254255
Model Architecture,0.022537382457222165
Model Architecture,0.02642207491906885
Model Architecture,0.024109757977493484
Model Architecture,0.024418066903036762
Model Architecture,0.026637891166949323
Model Architecture,0.02503468475412367
Model Architecture,0.027562817943579444
Model Architecture,0.025928780638199457
Model Architecture,0.022568213349776454
Model Architecture,0.023708956374287004
Model Architecture,0.023400647448743706
Model Architecture,0.022444889779559163
Model Architecture,0.025867118853090787
Model Architecture,0.023123169415754586
Model Architecture,0.024726375828580262
Model Architecture,0.024171419762602155
Model Architecture,0.022999845845537204
Model Architecture,0.02534299367966706
Model Architecture,0.024109757977493464
Model Architecture,0.026452905811623205
Model Architecture,0.024541390473254255
Model Architecture,0.02262987513488519
Model Architecture,0.02611376599352557
Model Architecture,0.021149992292276897
Model Architecture,0.02651456759673194
Model Architecture,0.023246492985971968
Model Architecture,0.027871126869122832
